"","PCo1","PCo2","PCo3","PCo4","PCo5","PCo6","PCo7","PCo8","PCo9","PCo10","PCo11","PCo12","PCo13","PCo14","PCo15","PCo16","PCo17","PCo18","PCo19","PCo20","PCo21","PCo22","PCo23","PCo24","PCo25","PCo26","PCo27","PCo28","PCo29","PCo30","PCo31","PCo32","PCo33","PCo34","PCo35","PCo36"
"Lys",-0.00637410970397805,-0.00210721158740775,-0.00021801939017607,0.00145839178819062,0.000277963062498815,-0.00125206907781255,4.13322507498856e-05,-0.0014675691528692,-0.00170522082652719,0.000624636806473111,-0.000768961006248933,0.00260693166906371,0.00238036245778992,0.000979477410256739,0.00123053540981647,-0.000351277753843987,-0.00104546035757737,0.000808613112642957,0.000699345704951643,0.000346856619961401,-0.000142488218721202,5.01593775785375e-05,0.000105390334239448,0.000834998054097188,-0.00207111368383973,0.00118163552930092,-0.00169765947860342,-0.00291035486263732,8.23085112156571e-06,0.00131845668859112,-0.00199163403631444,0.00014510210576717,6.82724634657898e-05,-0.000674319310074716,-0.000407580393175889,-0.000931310990856351
"Mul",-0.00141183352212328,0.00178232264998906,0.000328103863189506,-0.00134787218799401,-0.00166914822199623,0.000884168703026769,0.0019272852265565,-0.000334506687225897,-0.00141838434133306,0.000843164581581153,-0.00030063396147406,-0.00195041082755765,-0.00270389141882223,0.00199195859825655,-0.00111388422259255,0.000515236280619757,0.00164335353882242,-0.000489758117184875,0.000149749608342047,-0.000322979254348738,0.00050615260193599,0.00238869874515446,0.000943425291823684,0.000128918605736722,-0.00212321452531136,0.000201548374525531,-0.000441068665426726,-0.00227452256296873,-0.000534828849187379,0.000953723916778397,-0.000444604395923467,-1.48653602413925e-05,-0.00151167956116007,0.00159400032507083,0.000453550059203289,0.000287133306531752
"Oos",-0.0150137505000115,0.000615841110161891,-0.00321071372486146,-0.00391555321800367,0.0027038914369821,0.00108086691989428,-0.000196787423192479,-0.00118263618737454,-0.000516962173655702,0.00015975125947688,-9.2084694976746e-05,-5.40800861735738e-05,5.18873701469639e-05,0.000137466383768483,0.000256013447322874,9.75954931127386e-05,2.56718072075526e-05,3.05406140126607e-05,2.17007432717979e-05,0.000102166436611184,-7.53148468099433e-05,2.42768003448512e-06,9.6615179210584e-05,-0.000265271984752493,-3.61253444263753e-05,0.000167860901233421,-0.000137211810929536,0.000135070956780528,0.000558461070829475,-0.00163137020151035,0.000763675896901582,-0.000421028437224715,-1.64542754904441e-05,0.000520569684908116,0.000845410753275501,0.0017878140583652
"Ork",-0.0029927816268805,0.000973015961939789,-0.00103160258269144,0.000878310786742323,-0.00112191558495247,0.000623899389485533,0.00192731488673573,0.0018090645191698,-0.000792801607775114,0.00262132474201942,0.000796518115535892,-0.000205725877182102,-0.00089069663317667,-0.00157633810078055,0.00119953668359586,-0.000390780663682292,-0.000642857354544638,0.00196148834185704,0.000754463268862723,-0.000423454193038697,-0.00167962596425348,-0.000901489947368558,-0.00079405332758002,2.57311498506061e-05,0.00258573057118025,0.000617806804166005,-0.0023980332566762,0.00057423129104358,0.00193489623299948,0.00183110920733073,0.000212160030763437,0.00123154118185117,-0.000902944292845923,0.000765783127397374,1.37423082173273e-05,0.000708172167442024
"Pad",-0.00236727120203159,0.00185884084741545,-0.0014005347525718,0.00131429450708057,-0.00278898015097604,-0.00083864029493466,-0.00107748898916425,0.000978470919038469,-0.000271860990291947,0.000166057686972379,-0.00190459388225705,0.000444470352506477,0.00191240801348023,0.00145096932401645,0.000619549208914118,0.000796462558300147,0.00065495877768421,-0.000567615978502749,0.00181130660823883,0.000253734295628366,-0.000794011317726907,-0.000467365136026092,0.00175990816446897,0.00229048496121343,-0.000785846760603277,-0.00237905808036905,0.00108037962653818,0.00235275348925116,0.000176294504462518,0.000464294588008179,0.000331514384051141,-0.00085392824912472,-0.000882189560922384,0.000249414187321931,-2.64057935383368e-05,0.00171442815547906
"Pem",-0.00181308281962538,-6.67948317283829e-05,0.000567165598994084,-0.000791059445361823,-0.000275980698530272,-0.000798290330358442,-0.000839800764628114,-0.00198426633561606,-5.44651515071122e-05,0.00171413511857341,-0.000698634081222973,0.000964874757540448,-0.00201800808365509,-0.00185469999013988,0.00036329377539229,0.00194845970439185,0.0013908366659046,0.00234346783381221,0.00144238075789583,-0.000742013701980931,0.00194167483142537,-0.0030823635421979,-9.875198883357e-05,-0.00165608426325402,-0.000692515041523014,-0.000213117716877641,0.00193555441927265,0.000197044894975587,-2.38874484873135e-05,0.000331971017177955,-0.000460882165024495,-0.00162922199121502,-0.000339761354905713,3.98686622012621e-05,-0.000470410840044371,-0.000531072667272742
"Sar",0.0137050686879294,0.00406648055680307,-0.00658306192297709,0.000852099049069729,0.00044272311013191,-0.000371058674358341,-0.000300680468044583,0.000316020091669131,0.000723001956925432,-2.46626544383436e-05,6.22182961830205e-05,-8.27859196336377e-05,-2.92058826273354e-05,3.43454653029915e-05,2.06848205050416e-05,-4.11819896161169e-06,-3.12417634103547e-06,-2.3242387078543e-05,-1.60337960330921e-05,-6.96196120546113e-06,-1.60847436413341e-05,-4.15404664098858e-05,2.47228252649569e-05,-1.28745190730452e-05,-3.40441716450173e-05,3.88307531351172e-05,-8.58984256424992e-06,7.36762466244798e-05,-0.000151192933304831,-0.000640413372332583,-0.000374919260264722,-0.00042487236337032,-0.000837728072804571,0.000625497220467092,0.00207965752489718,-0.00255055643791639
"Sbs",-0.00188267091736327,-4.53884934942198e-05,0.000901620131052952,6.83832668340051e-05,0.000519259502009283,-0.000327232801366435,0.000624964318324682,7.44347665799039e-05,-0.000779045548302783,-0.000393967362563378,0.000753517097396686,0.00100692011211292,-0.00105591933542241,-0.00116921553624386,-0.00191766174000888,0.000664036700909607,-0.00254498402959312,-0.00358721120972117,0.00360885989778102,0.00159781163670038,1.02477053312163e-05,8.50179483652491e-05,0.00172173605133796,-0.000816780187156971,-7.3713562311934e-05,0.00115947058438983,0.000106813983238434,0.000601935890764248,0.00215156890286735,-0.000544394375632473,0.000171879829162088,-0.000112951437403906,0.000155027354932453,2.20579469408555e-05,0.000139433729111544,-0.000587105137197909
"She",-0.00103263756628961,-0.000317561939477062,-0.00149551735447568,0.00100416916211465,0.000847763142679357,0.000262442282555433,-0.0012205634494408,1.44519957384389e-05,0.000684263415218816,-0.000741178143464768,0.000726290375043642,-0.00175298529541287,-0.00103827961399079,0.00185109475962632,-0.00121562832290461,-0.000101958817558138,-0.00122587221602879,0.00246714617630451,-0.000339314960991386,0.00319836683832124,0.00080081300721824,0.000301429521761524,-0.00189110718136164,0.000166347022964152,-0.00186224749440381,-0.000585313617539655,0.000522587012451676,0.000392888804881291,0.00264843637956352,0.00101960947872039,0.000764121003713913,0.000416071785082375,0.000209146331255288,-0.00141406972043353,-0.00144617180584565,0.000232035427357634
"Sin",-0.00708855958027878,-0.0013164702828857,-0.00144534628762511,0.000269636858925058,-0.000787233361645552,-0.0010764952110186,0.00182466301732835,-6.54477781583011e-05,0.000305058779658013,-0.00311449946182618,0.000280197211560439,0.000385035809272459,-0.00148514858671718,-0.00111293133409018,-0.000743305793694658,-0.000729251722599884,-0.00024232957028936,-0.00074617810699881,-0.000582343110224237,-0.000797892380293163,-0.000262967495425353,-0.000419997716098717,-0.000966597549427557,-0.00106547495763891,-0.00138488088186893,-0.000571259073422896,0.000124835479553972,0.00274421580417874,-0.00218429838417381,0.00237076170051042,-0.0019439184509865,0.00148977604209251,0.000366365213641358,0.000381411736326554,-0.000656127486188308,1.49692256019479e-05
"Sky",0.0123399010872754,-0.00686453196662348,0.000815131891339939,-0.00215106174469405,-0.0018828746536987,-0.00281899192443306,-0.00207239764073199,-0.00203082835015905,-0.000172092475954296,2.22998237540758e-05,-8.64001773861748e-05,-6.52416046031285e-05,-0.000187194575796309,0.000134271473534548,0.000264240352286167,-8.6177740369883e-05,-8.90678095128355e-05,-2.04204259732891e-06,-6.66415982268475e-05,-7.0108651805273e-05,7.55449512722627e-05,-0.000116210610693387,2.15074776627271e-05,6.50085405636197e-06,-5.37195729591802e-05,7.39609042236447e-05,-0.000358590112024043,-1.37162019182207e-05,0.00054912359558668,0.000276927344292896,0.00201062134966133,0.00350703135580814,0.000301406030012517,0.000622686876561371,0.00155639496552459,0.000284331203732084
"Sul",-0.00295350792961156,0.00120312568796501,0.00186939307511987,0.000396424535868303,0.000330020506071013,0.000419098842691718,-0.000669645816160147,-4.90646512914811e-05,-0.000432630212921156,-0.000510796158151191,0.000208417564554271,0.000179744256467644,0.00131583374956225,-0.000242840158212596,-0.00165223858997239,-0.00298037912159591,0.00332389453487925,0.00135232900823721,0.00120026829322346,0.00168078827561232,-0.00317429997462726,-0.000105034573932408,-8.15211049808163e-05,-0.00208749040425672,-0.000628028056746619,0.000970397086317548,0.000184393351370918,0.000583817941719053,-0.000576603711683885,0.000138466477981126,0.000696568061846187,-0.000653695247222624,0.000102493204038711,-0.000227914838307916,0.0017068793882319,-0.00032070701140361
"Tar",0.0138199952270728,0.0077571592514083,0.00212332004276264,0.00324140246353987,0.00215475040066768,2.31807627539326e-05,-0.000564100216908239,-0.00121894413402838,-0.000723057870557194,-0.000450915081348466,-3.76344079316538e-05,-4.73927413766879e-05,-0.000214013255256269,2.31729581102532e-05,0.000104457501687347,-7.34977333869758e-05,5.56480917760622e-06,6.93617124422526e-07,-6.34853691101358e-05,-7.52476405482104e-05,2.22169832366013e-05,-5.40793715718919e-05,-3.40396853016348e-05,-8.48074103261451e-05,-5.79565802393836e-05,-5.10898104287701e-05,-0.000146149544191039,4.12284780553205e-05,-0.00019822425236606,7.36025763085351e-05,0.00123259085533011,-7.13614780964654e-05,0.000224758591886208,0.00305708074724264,-0.00177012925516618,0.000470889149558076
"The",0.0107917211245543,-0.00847359367599586,0.0014865519585022,-0.000843131479149,0.00146213003903021,0.00249632745671861,-0.00227336392216519,0.0018355999170581,0.00176272816178624,-0.000234147542355742,6.07261589299013e-05,0.000159612704560975,0.000246715298394988,1.21266103772141e-05,-0.00012837996557223,9.90615583282726e-05,2.74781894847722e-05,-5.05738325289227e-05,0.000139426488194824,9.16072258940282e-05,-0.000162380010556146,-1.8353005328226e-05,9.25098498975645e-05,4.81814964825697e-05,5.41006333978599e-05,6.87227281021928e-05,0.000216451504001011,5.41174169603579e-05,0.000818725146543956,0.000516295080616958,-0.00360274899045508,-0.000442240600356122,-0.00175208509455109,0.00132494751187112,0.000293408411604462,0.000624206608767772
"Tor",0.0113577102557439,-0.00752077201497373,-0.000262179182889623,0.000802170130292408,0.00288640824010046,-0.00255164156871947,0.00309667743316278,0.00111505922725468,-0.00100948744586151,0.000140449853294656,2.55498173003579e-05,-0.000171386609887658,1.2187091758593e-06,-0.000150375721513582,-0.000168309005603211,4.80070662283329e-05,7.10200555801759e-05,-5.04857888573025e-06,-4.04301191965289e-06,-9.79472917600925e-08,6.97423187979852e-05,9.17556063934026e-05,-0.000134472644269429,-7.24548446059473e-05,5.39544113635955e-05,-0.000186017549238684,0.000225968169213632,-0.000236450081207324,-0.00161069770820016,-0.000142785396856021,0.00171450039947853,-0.00162457861218646,-0.00206222216257868,-0.00180510065189829,-0.000228004285143631,0.00111252539175819
"Tro",-0.00393859193250281,-0.000191830981219797,0.000572289345282029,0.00041738595529081,0.000527665198585854,0.00311458428590562,0.000613358244880949,0.000991605585984428,0.00030109714553179,-0.000266986737531129,-7.49606832014132e-05,0.000965966353106428,0.00275483652876819,-0.00115357795735266,-0.00201084572083196,0.00289547169131605,0.00123127373869015,-0.000664451226662674,-0.000133040812146233,-0.00024387538636576,0.00199568921858492,-0.000313265309435376,-0.00135910124480483,0.000143846487432077,-0.000294020984392922,-0.00120368990493185,-0.000576660937196344,-0.000614326521600199,-0.000502099309813805,0.00143426471930716,0.00225333356134654,0.00162245381459893,-0.00051219668986885,-0.000156350700820497,0.000677432544841835,-0.000733530597689399
"Ven",-0.00256918397631828,0.00122419632480669,0.000913614336205792,-0.00147074225804954,0.000224872882637109,-0.000915717110197199,-0.000834732379065345,0.000894600522760274,0.00146227360004597,-0.000346218827718167,0.00128757115173613,-0.00130702219114019,0.00122149311669548,-6.88306461367847e-05,0.000709951775283475,-0.000194267594081308,-0.00281256542647694,0.00148612336024026,0.00288707558945713,-0.00236740571947355,-0.000107804218936782,0.0022400072260754,-0.0014445173970245,-0.000575104125158958,-0.000134895937757051,-0.00126251937165336,0.000340051425186272,-0.000855856731820574,-0.00155411034811094,0.000954905094865595,0.000736672525075638,-0.00148842391340564,0.00126114593324774,0.000802784973358103,0.000586387424784925,-0.00011057717855729
